OG0001871	macromolecule glycosylation
OG0004629	Uncharacterized protein family UPF0016
OG0007647	deSI-like protein
OG0002885	Prolyl oligopeptidase, N-terminal beta-propeller domain
OG0003602	N-acetylglucosaminylphosphatidylinositol deacetylase activity
OG0003364	MOSC domain
OG0006883	Cupin-like domain
OG0004426	Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively
OG0002492	Mechanosensitive ion channel
OG0001839	Cytosine-specific methyltransferase
OG0000585	Belongs to the DHHC palmitoyltransferase family
OG0000908	Tubulin tyrosine ligase-like family, member 5
OG0006789	palmitoyl-(protein) hydrolase activity
OG0000972	Haspin like kinase domain
OG0003517	ubiquitin-protein transferase activity
OG0007034	ATP synthase
OG0002939	dead DEAH box helicase
OG0003465	Leucyl/phenylalanyl-tRNA protein transferase
OG0006375	Had-superfamily hydrolase, subfamily ia, variant 1
OG0003563	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release
OG0003743	Type III restriction enzyme, res subunit
OG0000311	Transmembrane and tetratricopeptide repeat containing 4
OG0005734	CAAX protease self-immunity
OG0005333	Enoyl-CoA hydratase
OG0005186	pseudouridine 5'-phosphatase activity
OG0001382	NADPH:sulfur oxidoreductase activity
OG0000458	oxidoreductase activity
OG0002266	pre-mRNA-splicing factor ATP-dependent RNA helicase prp22
OG0007638	tRNA-guanine transglycosylation
OG0007583	Belongs to the TUB family
OG0001050	DNA repair protein RAD51 homolog
OG0000523	water channel activity
OG0002453	RAB28, member RAS oncogene family
OG0002661	chloride channel
OG0006686	serine threonine-protein phosphatase
OG0004804	Putative GTP-ase activating proteins for the small GTPase, ARF
OG0005513	cell redox homeostasis
OG0000116	Cupin-like domain
OG0000579	negative regulation of low-density lipoprotein particle clearance
OG0002498	peptidyl-prolyl cis-trans isomerase activity
OG0004330	Kelch repeat protein. Source PGD
OG0004455	Protein of unknown function (DUF423)
OG0001173	Interferon-inducible iron-sulfur (4FE-4S) cluster- binding antiviral protein which plays a major role in the cell antiviral state induced by type I and type II interferon. Can inhibit a wide range of viruses, including west Nile virus (WNV), dengue virus, sindbis virus, influenza A virus, sendai virus and vesicular stomatitis virus (VSV). Displays antiviral activity against influenza A virus by inhibiting the budding of the virus from the plasma membrane by disturbing the lipid rafts. This is accomplished, at least in part, through binding and inhibition of the enzyme farnesyl diphosphate synthase (FPPS), which is essential for the biosynthesis of isoprenoid-derived lipids. Promotes TLR7 and TLR9-dependent production of IFN-beta production in plasmacytoid dendritic cells (pDCs) by facilitating Lys-63'- linked ubiquitination of IRAK1. Plays a role in CD4 T-cell activation and differentiation. Facilitates T-cell receptor (TCR)- mediated GATA3 activation and optimal T-helper 2 (Th2) cytokine production by modulating NFKB1 and JUNB activities. Can inhibit secretion of soluble proteins (By similarity)
OG0003705	Peptidase family S49 N-terminal
OG0000392	Sir2 family
OG0006273	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides
OG0000189	Enoyl-(Acyl carrier protein) reductase
OG0000157	ATP-binding Cassette (ABC) Superfamily. Source PGD
OG0000850	Aldo keto reductases, related to diketogulonate reductase
OG0004586	Linear amide C-N hydrolases, choloylglycine hydrolase family
OG0000082	UDP-glucoronosyl and UDP-glucosyl transferase
OG0001566	PFAM Glutamyl glutaminyl-tRNA synthetase, class Ic, catalytic
OG0000870	UDP-glucoronosyl and UDP-glucosyl transferase
OG0004713	histone demethylase activity (H3-K36 specific)
OG0000802	polypeptide N-acetylgalactosaminyltransferase activity
OG0000088	cGMP-dependent protein kinase
OG0005111	Catalyzes the cleavage of glutathione into 5-oxo-L- proline and a Cys-Gly dipeptide. Acts specifically on glutathione, but not on other gamma-glutamyl peptides
OG0005042	Aldo/keto reductase family
OG0000374	Belongs to the enoyl-CoA hydratase isomerase family
OG0002938	Alpha-1,2-mannosidase
OG0000121	Calmodulin
OG0002695	oxidation-reduction process
OG0000469	methyltransferase BMT2 homolog
OG0000966	AAA domain
OG0007120	protein polyglutamylation
OG0001656	Herpesviridae UL52/UL70 DNA primase
OG0005788	-
OG0006500	acyl-CoA hydrolase activity
OG0003498	Sybindin-like family domain-containing protein
OG0001892	JAB/MPN domain
OG0001606	MatE
OG0005012	Belongs to the uridine kinase family
OG0000347	protein folding
OG0004616	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
OG0000039	kinase 10
OG0001208	Inorganic pyrophosphatase
OG0000374	Enoyl-CoA hydratase
OG0006706	Protein kinase domain
OG0001116	Belongs to the glycosyl hydrolase 5 (cellulase A) family
OG0001976	O-methyltransferase activity
OG0002213	-
OG0007119	pyramidal neuron development
OG0001190	glycerol channel activity
OG0003143	Alg9-like mannosyltransferase family
OG0001755	Calcium calmodulin-dependent protein kinase IV
OG0002467	Yip1 domain
OG0000512	Belongs to the glycosyl hydrolase 5 (cellulase A) family
OG0000857	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation
OG0004112	cellular component assembly
OG0005983	to Saccharomyces cerevisiae TRM13 (YOL125W)
OG0000052	cAMP-dependent protein kinase regulator activity
OG0001156	SMART alpha amylase, catalytic sub domain
OG0002711	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
OG0006944	DNA repair and recombination protein
OG0005299	Fumble
OG0007568	L-lysine 6-monooxygenase (NADPH-requiring)
OG0006842	-
OG0003585	Sodium/hydrogen exchanger family
OG0004017	Catalyzes the methylation of the lipid moiety of the intermediate compounds phthiotriol and glycosylated phenolphthiotriol dimycoserosates to form phthiocerol dimycocerosates (DIM A) and glycosylated phenolphthiocerol dimycocerosates (PGL)
OG0001901	prostaglandin-E synthase activity
OG0003366	Belongs to the BolA IbaG family
OG0004719	ER to Golgi vesicle-mediated transport
OG0007264	Branched chain ketoacid dehydrogenase kinase
OG0005745	Phytanoyl-CoA dioxygenase (PhyH)
OG0007162	Lys63-specific deubiquitinase activity
OG0005654	Helicase associated domain (HA2)
OG0006066	protein deglutamylation
OG0003277	phospholipase A1 activity
OG0002925	2OG-Fe(II) oxygenase superfamily
OG0000499	Sec63 Brl domain
OG0004203	PPPDE putative peptidase domain
OG0003001	COG1226 Kef-type K transport systems
OG0000473	SET and MYND domain containing 3
OG0003504	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0007187	Acyl-CoA dehydrogenase, C-terminal domain
OG0000004	negative regulation of triglyceride biosynthetic process
OG0001848	Photosystem II Pbs27
OG0002308	ATPase activity, coupled to transmembrane movement of substances
OG0006665	DEAD-box ATP-dependent RNA helicase 37
OG0000639	persulfide dioxygenase
OG0000347	DnaJ C terminal domain
OG0001242	-
OG0002745	Triose-phosphate Transporter family
OG0002383	Catalyzes the oxidation of D-lactate to pyruvate
OG0002376	Thaumatin-like protein
OG0000425	ATP-dependent DNA helicase, RecQ family protein
OG0005944	Semialdehyde dehydrogenase, NAD binding domain
OG0005203	helicase activity
OG0000775	RING-like zinc finger
OG0005081	mRNA processing
OG0000279	Histone deacetylase domain
OG0001257	Protein phosphatase PTC7 homolog
OG0002632	sphingosine N-acyltransferase activity
OG0003068	ultraviolet-B receptor UVR8 isoform X1
OG0006364	metalloendopeptidase activity
OG0002417	Oxidoreductase family, NAD-binding Rossmann fold
OG0000124	Meprin A
OG0006562	epimerase
OG0006309	Sugar (and other) transporter
OG0005416	Protein of unknown function (DUF971)
OG0002691	microtubule-severing ATPase activity
OG0005798	Ribosomal L30 N-terminal domain
OG0000689	Glutamate-cysteine ligase
OG0001062	serine threonine protein kinase
OG0003251	Crt homolog
OG0000637	Peptide methionine sulfoxide reductase
OG0000344	guanylate cyclase activity
OG0001091	Retinal pigment epithelial membrane protein
OG0002567	Protein of unknown function (DUF760)
OG0006776	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate
OG0006075	Aurora kinase C
OG0004342	dTDP-glucose 4,6-dehydratase activity
OG0002247	ubiE/COQ5 methyltransferase family
OG0002643	COG1680 Beta-lactamase class C and other penicillin binding proteins
OG0006363	ALA-Interacting Subunit
OG0001005	mago nashi
OG0002580	Inosine-uridine preferring nucleoside hydrolase
OG0005592	malate dehydrogenase (menaquinone) activity
OG0001992	aldo keto reductase
OG0001564	Protein present in Fab1, YOTB, Vac1, and EEA1
OG0004493	ribonuclease T2 activity
OG0004591	Citrate synthase, C-terminal domain
OG0002483	EF-hand domain
OG0003207	RING-like zinc finger
OG0003282	Egl nine homolog 3
OG0001580	Stress protein
OG0000458	oxidation-reduction process
OG0000724	Glycosyltransferase
OG0000207	ARF GTPase activator
OG0007378	mitogen-activated protein kinase
OG0002915	E3 ubiquitin-protein ligase
OG0003416	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region domain-containing protein
OG0000016	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A
OG0000034	regulation of viral translation
OG0003268	protein folding
OG0003275	heme binding
OG0005135	Si ch211-117c9.1
OG0006685	CH-like domain in sperm protein
OG0004963	cystathionine gamma-synthase activity
OG0001595	Poly3-Hydroxybutyrate Depolymerase
OG0000588	ciliary receptor clustering involved in smoothened signaling pathway
OG0005038	BCS1 N terminal
OG0003767	RNA recognition motif 2
OG0006218	Isochorismatase family
OG0001293	Sugar transporter
OG0000298	Belongs to the 14-3-3 family
OG0000631	DNA binding
OG0001828	alpha-1,3-glucosidase activity
OG0005572	Isochorismatase family
OG0000011	Protein tyrosine kinase
OG0000667	Glutamine synthetase. Source PGD
OG0003152	ribosomal large subunit pseudouridine synthase
OG0005092	Syntaxin
OG0002688	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation
OG0001630	Zinc finger CCCH type domain
OG0001891	ShK domain-like
OG0006975	Glycosyltransferase
OG0004089	Flavin containing amine oxidoreductase
OG0000529	Glucosidase II beta subunit-like
OG0003944	D-cysteine catabolic process
OG0003060	3-beta hydroxysteroid dehydrogenase/isomerase family
OG0007628	CDPK-related kinase
OG0003295	It is involved in the biological process described with RNA processing
OG0007546	peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine
OG0002290	POLO box duplicated region
OG0004555	pyrroline-5-carboxylate reductase activity
OG0001752	C-terminus of AA_permease
OG0000252	STAS domain
OG0004378	snoRNA binding
OG0002318	Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.
OG0006689	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0002033	serine-type carboxypeptidase activity
OG0007617	Activating signal cointegrator
OG0000477	histone serine kinase activity
OG0007691	DnaJ central domain
OG0005587	Trypsin
OG0001189	Belongs to the enoyl-CoA hydratase isomerase family
OG0000911	Allomyces macrogynus ATCC 38327 DNA repair helicase (rad3)
OG0000378	Aspartate aminotransferase
OG0000430	Extension to Ser/Thr-type protein kinases
OG0002584	LON peptidase N-terminal domain and RING finger
OG0003444	L-threonylcarbamoyladenylate synthase
OG0002674	Glutamine cyclotransferase
OG0001905	acetyl-CoA transporter activity
OG0004060	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
OG0000836	Cys/Met metabolism PLP-dependent enzyme
OG0000546	Protein tyrosine kinase
OG0003855	guanylate cyclase activity
OG0002218	Prp19/Pso4-like
OG0001221	Long chain fatty acyl-CoA synthetase
OG0003665	helicase activity
OG0000086	Myosin. Large ATPases.
OG0006763	Anaphase promoting complex subunit 11. Source PGD
OG0001674	Caspase domain
OG0007591	intracellular transport of viral protein in host cell
OG0001067	phosphatase
OG0001659	endonuclease activity
OG0005464	metallopeptidase activity
OG0000971	Enoyl-(Acyl carrier protein) reductase
OG0000034	ATP-dependent helicase activity
OG0007138	Histidine phosphatase superfamily (branch 1)
OG0004993	Anaphase-promoting complex subunit
OG0002550	Kinesin-like protein
OG0006958	regulation of intraciliary retrograde transport
OG0003060	PFAM NAD-dependent epimerase dehydratase
OG0004730	Protein kinase domain
OG0005739	short chain dehydrogenase
OG0004110	N-acylsphingosine amidohydrolase activity
OG0006941	Nitroreductase family
OG0002008	Belongs to the AAA ATPase family
OG0002789	MAP kinase tyrosine/serine/threonine phosphatase activity
OG0003056	mitochondrial fission
OG0003360	Glutathione peroxidase
OG0004068	Introduces a single-strand break via transesterification at a target site in duplex DNA. Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand
OG0001415	Roadblock/LC7 domain
OG0000776	ATP-binding cassette, sub-family B (MDR TAP), member 11
OG0005174	SCO1 SenC
OG0002825	rRNA (uridine-N3-)-methyltransferase activity
OG0002996	negative regulation of hippo signaling
OG0003227	ERCC4 domain
OG0000340	PFAM Glycoside hydrolase, family 20, catalytic core
OG0000508	Belongs to the SecA family
OG0002624	trimethylguanosine synthase
OG0005178	Autophagy-related protein
OG0000336	helicase
OG0002135	Belongs to the 5-formyltetrahydrofolate cyclo-ligase family
